RefSeq.mRNA.ID	length	RPKM	t5	Transcript.stable.ID	Gene.stable.ID	name
NM_000950	4490	8.91	2.38095238095238	ENST00000449135	ENSG00000130962	PRRG1
NM_000956	2395	1.77	3.7037037037037	ENST00000245457	ENSG00000125384	PTGER2
NM_000958	3432	5.25	2.22222222222222	ENST00000302472	ENSG00000171522	PTGER4
NM_000962	5093	3.29	6.5	ENST00000362012	ENSG00000095303	PTGS1
NM_000963	4465	2.61	2.29885057471264	ENST00000367468	ENSG00000073756	PTGS2
NM_000964	3405	15.13	3.07692307692308	ENST00000254066	ENSG00000131759	RARA
NM_000966	2992	30.93	6	ENST00000425354	ENSG00000172819	RARG
NM_000968	1449	194.96	23.2	ENST00000307961	ENSG00000174444	RPL4
NM_000977	1296	98.97	18.5454545454545	ENST00000311528	ENSG00000167526	RPL13
NM_000984	979	32.53	3.07692307692308	ENST00000422514	ENSG00000198242	RPL23A
NM_000991	4243	31.98	6.22222222222222	ENST00000344063	ENSG00000108107	RPL28
NM_000995	1003	38.48	3.63636363636364	ENST00000394667	ENSG00000109475	RPL34
NM_001000	401	49.32	3.7037037037037	ENST00000361575	ENSG00000198918	RPL39
NM_001001	549	27.06	11.3333333333333	ENST00000298289	ENSG00000165502	RPL36AL
NM_001001132	6439	5.54	5.77777777777778	ENST00000381291	ENSG00000205726	ITSN1
NM_001001323	6950	9.35	6.46153846153846	ENST00000359142	ENSG00000070961	ATP2B1
NM_001001330	2308	8.31	3.50877192982456	ENST00000373758	ENSG00000165476	REEP3
NM_001001342	2024	8.34	3.63636363636364	ENST00000441611	ENSG00000196072	BLOC1S2
NM_001001349	2968	23.67	4.82352941176471	ENST00000307641	ENSG00000168256	NKIRAS2
NM_001001389	5748	54.7	14.9333333333333	ENST00000415148	ENSG00000026508	CD44
NM_001001390	5748	54.7	14.9333333333333	ENST00000433892	ENSG00000026508	CD44
NM_001001391	5748	54.7	14.9333333333333	ENST00000263398	ENSG00000026508	CD44
NM_001001392	5748	54.7	14.9333333333333	ENST00000278386	ENSG00000026508	CD44
NM_001001396	8911	5.37	9.37142857142857	ENST00000367218	ENSG00000058668	ATP2B4
NM_001001410	1214	23.53	10	ENST00000007390	ENSG00000007520	TSR3
NM_001001419	7096	11.34	3.125	ENST00000545279	ENSG00000113658	SMAD5
NM_001001420	7096	11.34	3.125	ENST00000545620	ENSG00000113658	SMAD5
NM_001001433	4959	16.81	3.84615384615385	ENST00000371141	ENSG00000124222	STX16
NM_001001436	1415	9.68	2.35294117647059	ENST00000285697	ENSG00000155330	C16orf87
NM_001001438	4225	16.94	8.6	ENST00000397728	ENSG00000160285	LSS
NM_001001438	4225	16.94	8.6	ENST00000630343	nan	nan
NM_001001479	2542	1.97	3.27868852459016	ENST00000343605	ENSG00000100036	SLC35E4
NM_001001481	4057	5.44	2.38095238095238	ENST00000651945	ENSG00000104343	UBE2W
NM_001001483	2448	5.35	4.8	ENST00000399351	ENSG00000177054	ZDHHC13
NM_001001484	3810	5.8	2.89855072463768	ENST00000378000	ENSG00000165983	PTER
NM_001001485	4753	11.77	10.5454545454545	ENST00000533801	ENSG00000017260	ATP2C1
NM_001001486	4753	11.77	10.5454545454545	ENST00000359644	ENSG00000017260	ATP2C1
NM_001001487	4753	11.77	10.5454545454545	ENST00000422190	ENSG00000017260	ATP2C1
NM_001001503	2151	7.21	4.57142857142857	ENST00000340344	ENSG00000160194	NDUFV3
NM_001001520	2344	14.9	6	ENST00000616600	ENSG00000167674	HDGFL2
NM_001001521	2185	25.17	9.16666666666667	ENST00000394417	ENSG00000169764	UGP2
NM_001001522	1574	1.65	2.77777777777778	ENST00000392951	ENSG00000149591	TAGLN
NM_001001523	3084	6.44	2.4390243902439	ENST00000356728	ENSG00000143365	RORC
NM_001001547	2338	13.33	13.6363636363636	ENST00000309881	ENSG00000135218	CD36
NM_001001548	2338	13.33	13.6363636363636	ENST00000447544	ENSG00000135218	CD36
NM_001001549	5043	27.5	3.50877192982456	ENST00000357271	ENSG00000106070	GRB10
NM_001001550	5043	27.5	3.50877192982456	ENST00000398810	ENSG00000106070	GRB10
NM_001001551	1630	2.54	2.32558139534884	ENST00000376419	ENSG00000148057	IDNK
NM_001001555	5043	27.5	3.50877192982456	ENST00000335866	ENSG00000106070	GRB10
NM_001001556	3208	6.55	3.2258064516129	ENST00000327171	ENSG00000156958	GALK2
NM_001001560	3163	13.82	5.09090909090909	ENST00000325180	ENSG00000100083	GGA1
NM_001001563	2572	46.45	15.1111111111111	ENST00000607714	ENSG00000105197	TIMM50
NM_001001653	2038	26.84	3.57142857142857	ENST00000372455	ENSG00000159479	MED8
NM_001001655	1051	27.54	2.94117647058824	ENST00000343075	ENSG00000189046	ALKBH2
NM_001001660	1149	2.26	2.5974025974026	ENST00000381356	ENSG00000205707	ETFRF1
NM_001001662	3313	2.21	2.32558139534884	ENST00000481138	ENSG00000196597	ZNF782
NM_001001664	5721	3.12	2.63157894736842	ENST00000280098	ENSG00000144228	SPOPL
NM_001001683	861	7.16	4.66666666666667	ENST00000293777	ENSG00000161920	MED11
NM_001001710	1163	39.91	7.11111111111111	ENST00000344774	ENSG00000188163	FAM166A
NM_001001712	564	2.73	2.06185567010309	ENST00000497771	ENSG00000187922	LCN10
NM_001001715	5028	13.6	8.33333333333333	ENST00000376581	ENSG00000152767	FARP1
NM_001001740	2801	14.74	3.63636363636364	ENST00000308769	ENSG00000143207	COP1
NM_001001788	939	1.94	3.125	ENST00000367360	ENSG00000203722	RAET1G
NM_001001795	1979	5.5	8	ENST00000524821	ENSG00000213563	C8orf82
NM_001001852	2392	57.86	2.56410256410256	ENST00000360612	ENSG00000198355	PIM3
NM_001001890	7288	4.75	2.7027027027027	ENST00000344691	ENSG00000159216	RUNX1
NM_001001894	9021	6.56	4	ENST00000355666	ENSG00000182670	TTC3
NM_001001924	6452	10.65	3.44827586206897	ENST00000262102	ENSG00000129422	MTUS1
NM_001001925	6452	10.65	3.44827586206897	ENST00000381869	ENSG00000129422	MTUS1
NM_001001928	10323	2.04	2.89855072463768	ENST00000262735	ENSG00000186951	PPARA
NM_001001931	6452	10.65	3.44827586206897	ENST00000381861	ENSG00000129422	MTUS1
NM_001001938	4829	1.11	2.77777777777778	ENST00000375851	ENSG00000213694	S1PR3
NM_001001971	3379	12.25	2.24719101123596	ENST00000611933	ENSG00000148541	FAM13C
NM_001001974	3750	4.42	2.89855072463768	ENST00000368990	ENSG00000107679	PLEKHA1
NM_001001975	1005	47.82	22.1052631578947	ENST00000395633	ENSG00000099624	ATP5F1D
NM_001001976	2224	24.34	3.33333333333333	ENST00000224652	ENSG00000107669	ATE1
NM_001001992	3052	6.13	3.125	ENST00000399975	ENSG00000156256	USP16
NM_001001998	2834	46.96	8	ENST00000376936	ENSG00000171824	EXOSC10
NM_001002000	1956	21.21	5.33333333333333	ENST00000355299	ENSG00000100938	GMPR2
NM_001002000	1956	21.21	5.33333333333333	ENST00000644066	nan	nan
NM_001002001	1956	21.21	5.33333333333333	ENST00000559836	ENSG00000100938	GMPR2
NM_001002001	1956	21.21	5.33333333333333	ENST00000642276	nan	nan
NM_001002002	1956	21.21	5.33333333333333	ENST00000647320	nan	nan
NM_001002002	1956	21.21	5.33333333333333	ENST00000399440	ENSG00000100938	GMPR2
NM_001002009	1743	12.89	6.4	ENST00000643244	ENSG00000122643	NT5C3A
NM_001002010	1743	12.89	6.4	ENST00000610140	ENSG00000122643	NT5C3A
NM_001002017	1000	18.91	16.8	ENST00000574151	ENSG00000103145	HCFC1R1
NM_001002018	1000	18.91	16.8	ENST00000574980	ENSG00000103145	HCFC1R1
NM_001002019	2047	41.02	3.33333333333333	ENST00000443358	ENSG00000177192	PUS1
NM_001002020	2047	41.02	3.33333333333333	ENST00000443358	ENSG00000177192	PUS1
NM_001002021	3402	16.22	5.33333333333333	ENST00000349048	ENSG00000141959	PFKL
NM_001002026	3359	2.75	2.1978021978022	ENST00000343735	ENSG00000066405	CLDN18
NM_001002032	1696	71.98	7.07692307692308	ENST00000356033	ENSG00000189159	JPT1
NM_001002033	1696	71.98	7.07692307692308	ENST00000476258	ENSG00000189159	JPT1
NM_001002243	4109	14.46	2.94117647058824	ENST00000238856	ENSG00000119844	AFTPH
NM_001002251	1402	13.28	3.7037037037037	ENST00000453766	ENSG00000182196	ARL6IP4
NM_001002255	702	1.09	2.66666666666667	ENST00000326669	ENSG00000177688	SUMO4
NM_001002257	5077	10.54	7.2	ENST00000379509	ENSG00000172954	LCLAT1
NM_001002259	4501	2.4	2.27272727272727	ENST00000298892	ENSG00000110888	CAPRIN2
NM_001002261	3045	17.81	2.5974025974026	ENST00000423811	ENSG00000155256	ZFYVE27
NM_001002262	3045	17.81	2.5974025974026	ENST00000359980	ENSG00000155256	ZFYVE27
NM_001002266	2604	10.63	3.17460317460317	ENST00000395769	ENSG00000165406	MARCHF8
NM_001002266	2604	10.63	3.17460317460317	ENST00000395771	nan	nan
NM_001002269	1220	22.77	3.2258064516129	ENST00000396521	ENSG00000107371	EXOSC3
NM_001002292	2767	45.76	12.4444444444444	ENST00000354777	ENSG00000116729	WLS
NM_001002296	2042	33.69	8.625	ENST00000357743	ENSG00000147533	GOLGA7
NM_001002755	1181	8.98	16.3636363636364	ENST00000410022	ENSG00000169599	NFU1
NM_001002756	1181	8.98	16.3636363636364	ENST00000394305	ENSG00000169599	NFU1
NM_001002762	4342	17.11	3.50877192982456	ENST00000444643	ENSG00000148719	DNAJB12
NM_001002796	3000	16.95	2.89855072463768	ENST00000312216	ENSG00000175471	MCTP1
NM_001002800	5297	20.04	3.17460317460317	ENST00000357388	ENSG00000113810	SMC4
NM_001002810	8373	5.36	2.66666666666667	ENST00000369347	ENSG00000178104	PDE4DIP
NM_001002811	8373	5.36	2.66666666666667	ENST00000313431	ENSG00000178104	PDE4DIP
NM_001002812	8373	5.36	2.66666666666667	ENST00000369349	ENSG00000178104	PDE4DIP
NM_001002814	7839	23.17	3.7037037037037	ENST00000330843	ENSG00000156675	RAB11FIP1
NM_001002836	1973	41.43	3.63636363636364	ENST00000610935	ENSG00000142409	ZNF787
NM_001002837	2416	3.43	3.27868852459016	ENST00000404390	ENSG00000185133	INPP5J
NM_001002843	4484	3.22	2.73972602739726	ENST00000559237	ENSG00000137871	ZNF280D
NM_001002844	4484	3.22	2.73972602739726	ENST00000558320	ENSG00000137871	ZNF280D
NM_001002860	8448	14.93	2.73972602739726	ENST00000613725	nan	nan
NM_001002860	8448	14.93	2.73972602739726	ENST00000334746	ENSG00000011114	BTBD7
NM_001002876	947	18.74	5	ENST00000407253	ENSG00000100162	CENPM
NM_001002877	2694	26.51	6.72727272727273	ENST00000490103	ENSG00000100296	THOC5
NM_001002878	2694	26.51	6.72727272727273	ENST00000397872	ENSG00000100296	THOC5
NM_001002879	2694	26.51	6.72727272727273	ENST00000397871	ENSG00000100296	THOC5
NM_001002880	1287	4.34	5.14285714285714	ENST00000619293	ENSG00000100211	CBY1
NM_001002909	6877	17.02	3.50877192982456	ENST00000591680	ENSG00000186566	GPATCH8
NM_001002913	832	10.43	4	ENST00000543175	ENSG00000187024	PTRH1
NM_001002914	2780	1.56	2.53164556962025	ENST00000672140	nan	nan
NM_001002914	2780	1.56	2.53164556962025	ENST00000576980	ENSG00000213859	KCTD11
NM_001002919	496	2.72	2.08333333333333	ENST00000403610	ENSG00000189292	ALKAL2
NM_001002924	1349	18.3	12	ENST00000316788	ENSG00000177879	AP3S1
NM_001002926	3892	11.43	2.8169014084507	ENST00000222567	ENSG00000105849	POLR1F
NM_001003395	1409	19.45	12.7058823529412	ENST00000532429	ENSG00000111907	TPD52L1
NM_001003396	1409	19.45	12.7058823529412	ENST00000368402	ENSG00000111907	TPD52L1
NM_001003397	1409	19.45	12.7058823529412	ENST00000368388	ENSG00000111907	TPD52L1
NM_001003398	3589	11.21	2.8169014084507	ENST00000548411	ENSG00000151746	BICD1
NM_001003407	7704	26.46	12	ENST00000392955	ENSG00000099204	ABLIM1
NM_001003652	5415	19.05	4.88888888888889	ENST00000402690	ENSG00000175387	SMAD2
NM_001003674	8944	4.3	2.35294117647059	ENST00000587757	ENSG00000168675	LDLRAD4
NM_001003675	8944	4.3	2.35294117647059	ENST00000586765	ENSG00000168675	LDLRAD4
NM_001003676	2008	21.43	3.57142857142857	ENST00000395460	ENSG00000149179	C11orf49
NM_001003677	2008	21.43	3.57142857142857	ENST00000378615	ENSG00000149179	C11orf49
NM_001003678	2008	21.43	3.57142857142857	ENST00000378618	ENSG00000149179	C11orf49
NM_001003679	5157	4.71	3.33333333333333	ENST00000371060	ENSG00000116678	LEPR
NM_001003680	5157	4.71	3.33333333333333	ENST00000371059	ENSG00000116678	LEPR
NM_001003681	4220	11.89	2.5974025974026	ENST00000216106	ENSG00000100281	HMGXB4
NM_001003682	2491	2.28	10.9090909090909	ENST00000521452	ENSG00000253304	TMEM200B
NM_001003683	2414	48.09	3.63636363636364	ENST00000410103	ENSG00000115252	PDE1A
NM_001003688	3056	10.64	2.8169014084507	ENST00000394092	ENSG00000170365	SMAD1
NM_001003690	1550	21.23	2.24719101123596	ENST00000451025	ENSG00000124688	MAD2L1BP
NM_001003692	1051	7.43	5.14285714285714	ENST00000344318	ENSG00000100319	ZMAT5
NM_001003694	4728	25.41	2.46913580246914	ENST00000383829	ENSG00000156983	BRPF1
NM_001003698	7555	12.81	2.85714285714286	ENST00000349384	ENSG00000124782	RREB1
NM_001003699	7555	12.81	2.85714285714286	ENST00000379938	ENSG00000124782	RREB1
NM_001003704	1193	18.03	6.72727272727273	ENST00000355143	ENSG00000242114	MTFP1
NM_001003712	7259	7.84	3.44827586206897	ENST00000393250	ENSG00000091039	OSBPL8
NM_001003715	3710	6.13	3.2258064516129	ENST00000340830	ENSG00000108469	RECQL5
NM_001003716	3710	6.13	3.2258064516129	ENST00000420326	ENSG00000108469	RECQL5
NM_001003722	3350	30.74	10.125	ENST00000309971	ENSG00000119392	GLE1
NM_001003786	2658	8.89	4.6	ENST00000639835	ENSG00000266173	STRADA
NM_001003787	2658	8.89	4.6	ENST00000336174	ENSG00000266173	STRADA
NM_001003788	2658	8.89	4.6	ENST00000375840	ENSG00000266173	STRADA
NM_001003789	2190	2.81	4.5	ENST00000354869	ENSG00000079974	RABL2B
NM_001003790	4767	10.1	10.1538461538462	ENST00000335171	ENSG00000147475	ERLIN2
NM_001003791	4767	10.1	10.1538461538462	ENST00000648919	ENSG00000147475	ERLIN2
NM_001003792	2817	6.71	2.94117647058824	ENST00000383766	ENSG00000144642	RBMS3
NM_001003793	2817	6.71	2.94117647058824	ENST00000383767	ENSG00000144642	RBMS3
NM_001003794	4617	3.57	8.70588235294118	ENST00000398104	ENSG00000074416	MGLL
NM_001003796	1601	78.61	11.1428571428571	ENST00000401959	ENSG00000100138	SNU13
NM_001003800	6433	28.11	3.63636363636364	ENST00000356884	ENSG00000185963	BICD2
NM_001003801	1728	32.5	4.25	ENST00000262188	ENSG00000082014	SMARCD3
NM_001003802	1728	32.5	4.25	ENST00000356800	ENSG00000082014	SMARCD3
NM_001003803	1567	2.33	2.5	ENST00000311459	ENSG00000125375	DMAC2L
NM_001003805	1567	2.33	2.5	ENST00000672419	ENSG00000125375	DMAC2L
NM_001003809	3347	3.89	2.73972602739726	ENST00000400147	ENSG00000170579	DLGAP1
NM_001003810	2257	58.79	8.72727272727273	ENST00000353341	ENSG00000138668	HNRNPD
NM_001003828	1808	30.53	4	ENST00000406477	ENSG00000188677	PARVB
NM_001003891	3384	14.34	3.27868852459016	ENST00000263205	ENSG00000099917	MED15
NM_001003897	1385	46.89	7.63636363636364	ENST00000373606	ENSG00000101363	MANBAL
NM_001003931	2490	2.78	12.5714285714286	ENST00000398755	ENSG00000041880	PARP3
NM_001003940	4700	2.93	2.17391304347826	ENST00000354670	ENSG00000104081	BMF
NM_001003941	4257	75.72	8.8	ENST00000443864	ENSG00000105953	OGDH
NM_001003942	4700	2.93	2.17391304347826	ENST00000431415	ENSG00000104081	BMF
NM_001003943	4700	2.93	2.17391304347826	ENST00000559701	ENSG00000104081	BMF
NM_001003945	3317	7.65	4.5	ENST00000409155	ENSG00000148218	ALAD
NM_001004023	2301	22.39	2.38095238095238	ENST00000367108	ENSG00000143479	DYRK3
NM_001004055	1486	1.23	2.04081632653061	ENST00000409509	ENSG00000125122	LRRC29
NM_001004056	2321	2.2	3.17460317460317	ENST00000345167	ENSG00000125388	GRK4
NM_001004057	2321	2.2	3.17460317460317	ENST00000504933	ENSG00000125388	GRK4
NM_001004065	6866	38.96	4.16	ENST00000374525	ENSG00000157654	PALM2AKAP2
NM_001004105	2932	29.69	4.70588235294118	ENST00000355958	ENSG00000198055	GRK6
NM_001004106	2932	29.69	4.70588235294118	ENST00000355472	ENSG00000198055	GRK6
NM_001004125	1910	8.03	2.85714285714286	ENST00000358022	ENSG00000198680	TUSC1
NM_001004127	2585	4.7	2.73972602739726	ENST00000521508	ENSG00000253710	ALG11
NM_001004304	2154	61.96	2.53164556962025	ENST00000416904	ENSG00000139651	ZNF740
NM_001004309	1790	1.83	2.29885057471264	ENST00000354377	ENSG00000196391	ZNF774
NM_001004317	5504	2.22	2.17391304347826	ENST00000345080	ENSG00000187772	LIN28B
NM_001004346	2463	3.05	3.2258064516129	ENST00000325278	ENSG00000163738	MTHFD2L
NM_001004354	1785	7.67	2.66666666666667	ENST00000356628	ENSG00000198435	NRARP
NM_001004356	3215	15.09	9.88235294117647	ENST00000510644	ENSG00000127418	FGFRL1
NM_001004358	3215	15.09	9.88235294117647	ENST00000264748	ENSG00000127418	FGFRL1
NM_001004426	3239	1.19	2.66666666666667	ENST00000335539	ENSG00000184381	PLA2G6
NM_001004431	1348	65.08	3.33333333333333	ENST00000633913	nan	nan
NM_001004431	1348	65.08	3.33333333333333	ENST00000320095	ENSG00000176845	METRNL
NM_001005207	4488	9.76	4.57142857142857	ENST00000393066	ENSG00000108395	TRIM37
NM_001005242	4431	2.26	6.31578947368421	ENST00000340811	ENSG00000057294	PKP2
NM_001005271	6831	37.64	21.8181818181818	ENST00000380358	ENSG00000170004	CHD3
NM_001005273	6831	37.64	21.8181818181818	ENST00000330494	ENSG00000170004	CHD3
NM_001005290	1828	45.14	3.2258064516129	ENST00000369904	ENSG00000134222	PSRC1
NM_001005291	4284	55.08	5.6	ENST00000355815	ENSG00000072310	SREBF1
NM_001005335	2129	156.22	18.5454545454545	ENST00000634237	nan	nan
NM_001005335	2129	156.22	18.5454545454545	ENST00000600873	ENSG00000104824	HNRNPL
NM_001005336	3253	18.54	9.33333333333333	ENST00000341179	ENSG00000106976	DNM1
NM_001005337	5451	1.3	2.5	ENST00000367324	ENSG00000081277	PKP1
NM_001005339	910	18.13	5.90476190476191	ENST00000369103	ENSG00000148908	RGS10
NM_001005340	2775	1.73	11.1428571428571	ENST00000381990	ENSG00000136235	GPNMB
NM_001005353	2352	14.03	4.28571428571429	ENST00000395334	ENSG00000162433	AK4
NM_001005354	1258	24.85	12.75	ENST00000549581	ENSG00000205352	PRR13
NM_001005360	3633	51.64	10.8571428571429	ENST00000355667	ENSG00000079805	DNM2
NM_001005361	3633	51.64	10.8571428571429	ENST00000389253	ENSG00000079805	DNM2
NM_001005362	3633	51.64	10.8571428571429	ENST00000408974	ENSG00000079805	DNM2
NM_001005366	5287	14.87	4.69565217391304	ENST00000377069	ENSG00000089094	KDM2B
NM_001005369	2965	14.22	8.57142857142857	ENST00000263629	ENSG00000085760	MTIF2
NM_001005373	3186	16.29	3.2258064516129	ENST00000300417	ENSG00000148356	LRSAM1
NM_001005374	3186	16.29	3.2258064516129	ENST00000373322	ENSG00000148356	LRSAM1
NM_001005376	1548	38.15	8.30769230769231	ENST00000339082	ENSG00000011422	PLAUR
NM_001005377	1548	38.15	8.30769230769231	ENST00000221264	ENSG00000011422	PLAUR
NM_001005386	3878	36.18	22.56	ENST00000377982	ENSG00000138071	ACTR2
NM_001005404	5242	3.18	2.12765957446809	ENST00000312655	ENSG00000175155	YPEL2
NM_001005407	8097	1.82	3.57142857142857	ENST00000358590	ENSG00000196557	CACNA1H
NM_001005408	5217	16.64	2.98507462686567	ENST00000315614	ENSG00000215041	NEURL4
NM_001005408	5217	16.64	2.98507462686567	ENST00000673081	nan	nan
NM_001005413	2002	83.4	8.88888888888889	ENST00000361148	ENSG00000122952	ZWINT
NM_001005417	2227	91.4	10.1176470588235	ENST00000356836	ENSG00000117411	B4GALT2
NM_001005474	3938	3.2	2.17391304347826	ENST00000394054	ENSG00000144802	NFKBIZ
NM_001005476	4604	19.01	6	ENST00000389757	ENSG00000144283	PKP4
NM_001005498	3619	6.02	2.98507462686567	ENST00000675367	ENSG00000129667	RHBDF2
NM_001005502	6683	13.63	10.2666666666667	ENST00000338356	ENSG00000135678	CPM
NM_001005526	4314	96.85	13.1707317073171	ENST00000414963	ENSG00000115524	SF3B1
NM_001005735	1991	12.69	4	ENST00000382580	ENSG00000183765	CHEK2
NM_001005739	3994	7.44	3.27868852459016	ENST00000409558	ENSG00000143952	VPS54
NM_001005741	2571	22.78	21.5294117647059	ENST00000574670	nan	nan
NM_001005741	2571	22.78	21.5294117647059	ENST00000327247	ENSG00000177628	GBA
NM_001005742	2571	22.78	21.5294117647059	ENST00000574670	nan	nan
NM_001005742	2571	22.78	21.5294117647059	ENST00000327247	ENSG00000177628	GBA
NM_001005743	3647	22.3	4.74074074074074	ENST00000555238	ENSG00000133961	NUMB
NM_001005744	3647	22.3	4.74074074074074	ENST00000555394	ENSG00000133961	NUMB
NM_001005745	3647	22.3	4.74074074074074	ENST00000554546	ENSG00000133961	NUMB
NM_001005746	3185	1.66	2.29885057471264	ENST00000638005	ENSG00000182389	CACNB4
NM_001005747	3185	1.66	2.29885057471264	ENST00000534999	ENSG00000182389	CACNB4
NM_001005753	3174	19.21	14.8235294117647	ENST00000409225	ENSG00000115561	CHMP3
NM_001005781	1527	34.95	11.52	ENST00000392245	ENSG00000116030	SUMO1
NM_001005782	1527	34.95	11.52	ENST00000392244	ENSG00000116030	SUMO1
NM_001005849	1066	51.87	9.23076923076923	ENST00000314523	ENSG00000188612	SUMO2
NM_001005851	2502	1.5	2.35294117647059	ENST00000625684	nan	nan
NM_001005851	2502	1.5	2.35294117647059	ENST00000434248	ENSG00000128000	ZNF780B
NM_001005855	5871	18.98	8.36363636363636	ENST00000368487	ENSG00000143515	ATP8B2
NM_001005861	2960	31.27	6.31578947368421	ENST00000620660	ENSG00000163785	RYK
NM_001005862	4816	8.23	5.71428571428571	ENST00000584601	ENSG00000141736	ERBB2
NM_001005909	1812	29.34	2.4390243902439	ENST00000328631	ENSG00000068745	IP6K2
NM_001005910	1812	29.34	2.4390243902439	ENST00000340879	ENSG00000068745	IP6K2
NM_001005911	1812	29.34	2.4390243902439	ENST00000340879	ENSG00000068745	IP6K2
NM_001005914	2989	11.3	3.84615384615385	ENST00000433753	ENSG00000012171	SEMA3B
NM_001005918	6644	1.33	4.5	ENST00000344297	ENSG00000123191	ATP7B
NM_001005920	2074	44.95	12.75	ENST00000609261	ENSG00000161999	JMJD8
NM_001006109	1809	24.53	8.13333333333333	ENST00000389735	ENSG00000183624	HMCES
NM_001006114	1202	3.52	11.1428571428571	ENST00000468924	ENSG00000182362	YBEY
NM_001006115	4468	33.56	2.85714285714286	ENST00000395238	ENSG00000176095	IP6K1
NM_001006600	6916	7.46	4.30769230769231	ENST00000380935	ENSG00000112851	ERBIN
NM_001006610	2393	11.57	2.17391304347826	ENST00000356721	ENSG00000196470	SIAH1
NM_001006612	1102	9.01	3.125	ENST00000372661	ENSG00000185222	TCEAL9
NM_001006613	1102	9.01	3.125	ENST00000372656	ENSG00000185222	TCEAL9
NM_001006614	1102	9.01	3.125	ENST00000372656	ENSG00000185222	TCEAL9
NM_001006616	2605	24.11	10.4347826086957	ENST00000515708	ENSG00000048140	TSPAN17
NM_001006617	3395	35.08	8.53333333333333	ENST00000265960	ENSG00000119487	MAPKAP1
NM_001006618	3395	35.08	8.53333333333333	ENST00000394060	ENSG00000119487	MAPKAP1
NM_001006619	3395	35.08	8.53333333333333	ENST00000373511	ENSG00000119487	MAPKAP1
NM_001006620	3395	35.08	8.53333333333333	ENST00000373503	ENSG00000119487	MAPKAP1
NM_001006621	3395	35.08	8.53333333333333	ENST00000394063	ENSG00000119487	MAPKAP1
NM_001006622	6299	19.06	3.125	ENST00000409658	ENSG00000136709	WDR33
